Patient_ID,Data_Quality_Score,Patient_Status,Risk_Level,Record_Count,Source_Count,Study_Count,Issue_Count
Site 1872,14.6,Critical,High,39,3,1,0
Site 2034,14.6,Critical,High,101,3,1,0
Site 2120,14.6,Critical,High,249,6,2,0
Site 1294,14.6,Critical,High,79,7,3,0
Site 2096,14.6,Critical,High,64,6,2,0
Site 2088,14.6,Critical,High,432,5,2,0
Site 951,14.6,Critical,High,255,9,3,0
Site 2153,14.6,Critical,High,423,8,2,0
Site 89,14.6,Critical,High,662,9,4,0
Site 1162,14.6,Critical,High,140,10,4,0
Site 443,14.6,Critical,High,384,10,4,0
Site 1905,14.6,Critical,High,109,6,2,0
Site 1917,14.6,Critical,High,528,7,2,0
Site 307,14.6,Critical,High,329,5,2,0
Site 1928,14.6,Critical,High,72,4,1,0
Site 1973,14.6,Critical,High,143,5,2,0
Site 2066,14.6,Critical,High,614,6,2,0
Site 1961,14.6,Critical,High,22,5,2,0
Site 1968,14.6,Critical,High,236,4,2,0
Site 1969,14.6,Critical,High,57,4,2,0
Site 74,14.5,Critical,High,279,4,1,0
Site 955,14.5,Critical,High,466,20,7,0
Site 2142,14.5,Critical,High,46,4,2,0
Site 1648,14.5,Critical,High,268,10,4,0
Site 284,14.5,Critical,High,116,10,3,0
Site 964,14.5,Critical,High,144,7,2,0
Site 2184,14.5,Critical,High,109,10,3,0
Site 337,14.5,Critical,High,144,4,1,0
Site 355,14.5,Critical,High,70,7,2,0
Site 2112,14.5,Critical,High,100,6,2,0
Site 1671,14.5,Critical,High,36,5,2,0
Site 2079,14.5,Critical,High,30,5,2,0
Site 962,14.5,Critical,High,95,4,1,0
Site 1862,14.5,Critical,High,53,5,2,0
Site 1681,14.5,Critical,High,79,5,2,0
Site 2060,14.5,Critical,High,115,5,2,0
Site 1882,14.5,Critical,High,108,6,2,0
Site 1908,14.5,Critical,High,134,5,2,0
Site 1838,14.5,Critical,High,92,6,2,0
Site 182,14.5,Critical,High,323,14,4,0
Site 1924,14.5,Critical,High,89,4,1,0
Site 1940,14.5,Critical,High,17,3,1,0
Site 1808,14.5,Critical,High,190,4,2,0
Site 1962,14.5,Critical,High,84,9,4,0
Site 1967,14.5,Critical,High,413,5,2,0
Site 1974,14.5,Critical,High,180,6,2,0
Site 1768,14.5,Critical,High,174,5,2,0
Site 1982,14.5,Critical,High,408,5,2,0
Site 1997,14.5,Critical,High,151,5,2,0
Site 1998,14.5,Critical,High,245,8,3,0
Site 2006,14.5,Critical,High,116,6,2,0
Site 2007,14.5,Critical,High,351,6,2,0
Site 2025,14.5,Critical,High,124,7,3,0
Site 1726,14.5,Critical,High,59,5,2,0
Site 1704,14.5,Critical,High,35,4,2,0
Site 2035,14.5,Critical,High,174,7,2,0
Site 2041,14.5,Critical,High,58,5,2,0
Site 2048,14.5,Critical,High,96,6,2,0
Site 2057,14.5,Critical,High,48,4,1,0
Site 446,14.5,Critical,High,178,10,4,0
ZWRSFLT,14.5,Critical,High,52,4,2,0
Site 1196,14.5,Critical,High,133,6,2,0
Site 1458,14.5,Critical,High,624,8,2,0
Site 1094,14.5,Critical,High,55,5,2,0
Site 1012,14.5,Critical,High,34,4,2,0
SAE_STDAT,14.5,Critical,High,18,6,4,0
Site 1217,14.5,Critical,High,55,5,2,0
Site 1388,14.5,Critical,High,397,10,4,0
Site 1338,14.5,Critical,High,116,8,3,0
Site 1555,14.4,Critical,High,84,6,2,0
Site 1035,14.4,Critical,High,360,11,4,0
Site 741,14.4,Critical,High,56,6,2,0
Unknown_STUDY 24_CPID_Input Files - Anonymization - Study 24_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 25_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 648,14.4,Critical,High,125,4,1,0
Unknown_STUDY 24_CPID_Input Files - Anonymization - Study 24_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 25_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 2051,14.4,Critical,High,158,6,2,0
Site 292,14.4,Critical,High,86,11,4,0
Site 2128,14.4,Critical,High,52,5,2,0
Site 1029,14.4,Critical,High,98,10,4,0
Unknown_STUDY 2_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 4_CPID_Input Files - Anonymization - CPID_EDC Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_STUDY 23_CPID_Input Files - Anonymization - Study 23 - CPID_EDC Metrics_URSV2.0_13 Nov 25_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 986,14.4,Critical,High,364,10,3,0
Unknown_STUDY 23_CPID_Input Files - Anonymization - Study 23 - CPID_EDC Metrics_URSV2.0_13 Nov 25_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 4_CPID_Input Files - Anonymization - CPID_EDC Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 791,14.4,Critical,High,132,6,2,0
Unknown_Study 5_CPID_Input Files - Anonymization - Study 5_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 5_CPID_Input Files - Anonymization - Study 5_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 314,14.4,Critical,High,23,6,2,0
Unknown_Study 13_CPID_Input Files - Anonymization - Study 13_CPID_EDC_Metrics_URSV2.0_14NOV2025_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_STUDY 22_CPID_Input Files - Anonymization - CPID_EDC Metrics_URSV2.0 (2)_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 6 _CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_STUDY 22_CPID_Input Files - Anonymization - CPID_EDC Metrics_URSV2.0 (2)_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 1_CPID_Input Files - Anonymization - Study 1_CPID_EDC_Metrics_URSV2.0_14 NOV 2025_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 2069,14.4,Critical,High,24,5,2,0
Unknown_Study 1_CPID_Input Files - Anonymization - Study 1_CPID_EDC_Metrics_URSV2.0_14 NOV 2025_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_STUDY 2_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 2109,14.4,Critical,High,19,5,2,0
Site 346,14.4,Critical,High,164,13,5,0
Unknown_Study 14_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 14_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 281,14.4,Critical,High,876,15,5,0
Unknown_Study 16_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0 (3)_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 16_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0 (3)_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 1169,14.4,Critical,High,82,10,4,0
Site 2108,14.4,Critical,High,100,6,2,0
Site 897,14.4,Critical,High,125,5,2,0
Unknown_Study 11_CPID_Input Files - Anonymization - Study 11_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 17_CPID_Input Files - Anonymization - CPID_EDC Metrics_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 17_CPID_Input Files - Anonymization - CPID_EDC Metrics_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 11_CPID_Input Files - Anonymization - Study 11_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 1822,14.4,Critical,High,48,4,2,0
Site 2126,14.4,Critical,High,46,7,2,0
Site 2100,14.4,Critical,High,75,6,2,0
Site 690,14.4,Critical,High,111,5,2,0
Site 1834,14.4,Critical,High,141,5,2,0
Unknown_Study 18_CPID_Input Files - Anonymization - Study 18_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 18_CPID_Input Files - Anonymization - Study 18_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 10_CPID_Input Files - Anonymization - Study 10_CPID_EDC_Metrics_URSV2.0_14-Nov-2025_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 66,14.4,Critical,High,60,4,2,0
Unknown_Study 10_CPID_Input Files - Anonymization - Study 10_CPID_EDC_Metrics_URSV2.0_14-Nov-2025_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_STUDY 15_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 39,14.4,Critical,High,264,12,5,0
Site 1177,14.4,Critical,High,105,9,3,0
Unknown_Study 6 _CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 1893,14.4,Critical,High,46,6,2,0
Site 2027,14.4,Critical,High,58,3,1,0
WTURCCT,14.4,Critical,High,2,2,1,0
Site 1701,14.4,Critical,High,183,4,2,0
Site 1496,14.4,Critical,High,163,8,2,0
VOLSMADL,14.4,Critical,High,2,2,1,0
Site 2152,14.4,Critical,High,136,5,2,0
VOLSOADL,14.4,Critical,High,2,2,1,0
Site 1950,14.4,Critical,High,35,5,2,0
Unknown_STUDY 20__CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 1769,14.4,Critical,High,108,6,2,0
Site 782,14.4,Critical,High,139,6,2,0
Unknown_STUDY 19_CPID_Input Files - Anonymization - Study 19_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_STUDY 19_CPID_Input Files - Anonymization - Study 19_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 1959,14.4,Critical,High,53,4,2,0
Site 1995,14.4,Critical,High,79,5,2,0
OUT_DATE,14.4,Critical,High,18,8,6,0
Site 300,14.4,Critical,High,234,4,1,0
FARESN_4,14.4,Critical,High,8,2,1,0
FARESN_3,14.4,Critical,High,8,2,1,0
Site 1964,14.4,Critical,High,73,6,2,0
Site 1647,14.4,Critical,High,241,5,2,0
DVSTDAT,14.4,Critical,High,27,5,3,0
DURSFLT,14.4,Critical,High,2,2,1,0
Site 1762,14.4,Critical,High,178,5,2,0
CMTERM_AUTO03,14.4,Critical,High,7,7,5,0
Site 1992,14.4,Critical,High,113,6,2,0
Site 1990,14.4,Critical,High,241,6,2,0
Site 1970,14.4,Critical,High,349,5,2,0
Site 1366,14.4,Critical,High,185,8,2,0
Site 1975,14.4,Critical,High,130,5,2,0
Site 1942,14.4,Critical,High,121,5,2,0
Site 1698,14.4,Critical,High,94,4,2,0
Site 815,14.4,Critical,High,294,12,4,0
Unknown_Study 8_CPID_Input Files - Anonymization - Study 8_CPID_EDC_Metrics_URSV2.0 _13Nov2025_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 2181,14.4,Critical,High,73,4,1,0
Unknown_Study 7_CPID_Input Files - Anonymization - Study 7_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_STUDY 21_CPID_Input Files - Anonymization - CPID_EDC Metrics_URSV2.0 (1) 1_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_STUDY 21_CPID_Input Files - Anonymization - CPID_EDC Metrics_URSV2.0 (1) 1_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Unknown_Study 7_CPID_Input Files - Anonymization - Study 7_CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 1240,14.4,Critical,High,95,5,2,0
Site 2016,14.4,Critical,High,58,3,1,0
Site 2013,14.4,Critical,High,229,10,3,0
Site 603,14.4,Critical,High,100,6,2,0
Unknown_STUDY 15_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 8_CPID_Input Files - Anonymization - Study 8_CPID_EDC_Metrics_URSV2.0 _13Nov2025_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 1925,14.4,Critical,High,375,8,2,0
Unknown_Study 13_CPID_Input Files - Anonymization - Study 13_CPID_EDC_Metrics_URSV2.0_14NOV2025_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 462,14.4,Critical,High,237,10,4,0
Site 460,14.4,Critical,High,363,13,4,0
Site 1937,14.4,Critical,High,24,4,1,0
Site 1144,14.4,Critical,High,289,6,2,0
Site 1712,14.4,Critical,High,86,5,2,0
Unknown_STUDY 20__CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Unknown_Study 9_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0 (1)_updated.xlsx - Region_Country View_0,14.4,Critical,High,1,1,1,0
Site 2151,14.4,Critical,High,997,9,3,0
Unknown_Study 9_CPID_Input Files - Anonymization - CPID_EDC_Metrics_URSV2.0 (1)_updated.xlsx - Region_Country View_1,14.4,Critical,High,1,1,1,0
Site 2186,14.3,Critical,High,132,6,2,0
Site 1779,14.3,Critical,High,81,6,2,0
Site 1118,14.3,Critical,High,80,6,2,0
Site 2141,14.3,Critical,High,312,6,2,0
Site 1272,14.3,Critical,High,15,5,2,0
Site 2183,14.3,Critical,High,232,6,2,0
Site 1757,14.3,Critical,High,78,5,2,0
Site 2119,14.3,Critical,High,236,6,2,0
Site 2132,14.3,Critical,High,316,5,2,0
Site 1659,14.3,Critical,High,387,7,2,0
Site 1809,14.3,Critical,High,154,5,2,0
Site 2189,14.3,Critical,High,32,4,1,0
Site 1280,14.3,Critical,High,113,5,2,0
Site 1410,14.3,Critical,High,238,3,1,0
Site 2179,14.3,Critical,High,101,6,2,0
Site 1646,14.3,Critical,High,155,13,4,0
Site 1619,14.3,Critical,High,12,3,1,0
Site 985,14.3,Critical,High,33,5,2,0
Site 1801,14.3,Critical,High,112,3,1,0
Site 261,14.3,Critical,High,368,10,4,0
Site 344,14.3,Critical,High,501,14,5,0
Site 629,14.3,Critical,High,39,5,2,0
Site 1051,14.3,Critical,High,134,7,3,0
Site 1883,14.3,Critical,High,233,6,2,0
Site 429,14.3,Critical,High,54,5,2,0
Site 1884,14.3,Critical,High,156,5,2,0
Site 2031,14.3,Critical,High,55,4,2,0
Site 967,14.3,Critical,High,520,12,4,0
Site 1142,14.3,Critical,High,87,7,2,0
Site 1340,14.3,Critical,High,95,7,3,0
Site 444,14.3,Critical,High,116,9,4,0
Site 821,14.3,Critical,High,124,9,3,0
Site 1923,14.3,Critical,High,104,5,2,0
Site 1706,14.3,Critical,High,175,6,2,0
Site 1347,14.3,Critical,High,253,9,4,0
Site 1941,14.3,Critical,High,38,5,2,0
Site 536,14.3,Critical,High,382,14,5,0
Site 1106,14.3,Critical,High,134,10,4,0
Site 568,14.3,Critical,High,87,5,2,0
Site 1996,14.3,Critical,High,137,3,1,0
Site 1956,14.3,Critical,High,111,4,1,0
Site 1464,14.3,Critical,High,84,4,2,0
Site 1994,14.3,Critical,High,152,5,2,0
Site 1965,14.3,Critical,High,140,5,2,0
AESTDAT,14.3,Critical,High,144,15,12,0
Site 1390,14.3,Critical,High,696,11,4,0
Site 420,14.3,Critical,High,114,19,7,0
Site 1879,14.3,Critical,High,32,4,2,0
Site 906,14.3,Critical,High,75,5,2,0
Site 349,14.3,Critical,High,507,18,6,0
Site 1665,14.3,Critical,High,12,3,1,0
Site 1583,14.3,Critical,High,164,5,2,0
Site 1581,14.3,Critical,High,73,4,1,0
Site 280,14.3,Critical,High,142,10,4,0
Site 279,14.3,Critical,High,56,8,3,0
Site 2101,14.3,Critical,High,66,3,1,0
Site 1041,14.3,Critical,High,394,10,4,0
Site 1687,14.3,Critical,High,69,5,2,0
Site 2082,14.3,Critical,High,282,6,2,0
Site 2196,14.3,Critical,High,24,3,1,0
Site 633,14.3,Critical,High,82,5,2,0
Site 904,14.3,Critical,High,172,10,4,0
Site 1321,14.3,Critical,High,24,3,1,0
Site 1315,14.3,Critical,High,33,5,2,0
Site 2049,14.3,Critical,High,78,4,2,0
Site 1544,14.3,Critical,High,12,3,1,0
Site 1874,14.3,Critical,High,48,4,2,0
Site 2061,14.3,Critical,High,234,5,2,0
Site 2056,14.3,Critical,High,176,5,2,0
Site 1319,14.3,Critical,High,12,3,1,0
Site 778,14.3,Critical,High,159,10,3,0
Site 837,14.2,Critical,High,67,4,2,0
Site 1978,14.2,Critical,High,315,6,2,0
Site 1724,14.2,Critical,High,32,5,2,0
Site 1255,14.2,Critical,High,94,5,2,0
Site 1139,14.2,Critical,High,43,7,2,0
Site 260,14.2,Critical,High,63,8,3,0
Site 1109,14.2,Critical,High,250,11,4,0
Site 1126,14.2,Critical,High,50,6,2,0
Site 1951,14.2,Critical,High,526,12,4,0
Site 2168,14.2,Critical,High,163,7,2,0
Site 2010,14.2,Critical,High,239,5,2,0
Site 1392,14.2,Critical,High,303,7,2,0
Site 2044,14.2,Critical,High,41,5,2,0
Site 1897,14.2,Critical,High,485,6,2,0
Site 1336,14.2,Critical,High,1159,13,4,0
Site 1916,14.2,Critical,High,141,5,2,0
Site 2017,14.2,Critical,High,103,5,2,0
Site 1930,14.2,Critical,High,184,6,2,0
Site 1306,14.2,Critical,High,159,10,4,0
Site 1938,14.2,Critical,High,103,5,2,0
Site 2003,14.2,Critical,High,242,5,2,0
Site 1944,14.2,Critical,High,165,6,2,0
Site 1946,14.2,Critical,High,404,6,2,0
Site 938,14.2,Critical,High,618,14,4,0
Site 944,14.2,Critical,High,420,11,4,0
Site 1841,14.2,Critical,High,55,3,1,0
Site 1820,14.2,Critical,High,282,5,2,0
Site 2156,14.2,Critical,High,127,4,2,0
Site 1411,14.2,Critical,High,86,4,1,0
Site 876,14.2,Critical,High,704,17,6,0
Site 1264,14.2,Critical,High,65,5,2,0
Site 1775,14.2,Critical,High,233,6,2,0
Site 2148,14.2,Critical,High,133,3,1,0
Site 1267,14.2,Critical,High,135,5,2,0
Site 2137,14.2,Critical,High,27,4,2,0
Site 984,14.2,Critical,High,300,5,2,0
Site 1819,14.2,Critical,High,103,3,1,0
Site 1799,14.2,Critical,High,133,4,2,0
Site 983,14.2,Critical,High,61,3,1,0
Site 1807,14.2,Critical,High,304,5,2,0
Site 1810,14.2,Critical,High,175,5,2,0
Site 1813,14.2,Critical,High,140,4,2,0
Site 1814,14.2,Critical,High,167,5,2,0
Site 1823,14.2,Critical,High,37,4,1,0
Site 1113,14.2,Critical,High,334,10,4,0
Site 797,14.2,Critical,High,73,4,2,0
Site 1102,14.2,Critical,High,126,8,3,0
Site 445,14.2,Critical,High,91,12,4,0
Site 1100,14.2,Critical,High,297,11,4,0
Site 692,14.2,Critical,High,90,5,2,0
Site 1234,14.2,Critical,High,248,6,1,0
Site 309,14.2,Critical,High,130,9,4,0
Site 740,14.2,Critical,High,99,6,2,0
Site 463,14.2,Critical,High,196,6,2,0
Site 773,14.2,Critical,High,59,6,2,0
Site 1083,14.2,Critical,High,218,10,4,0
Site 581,14.2,Critical,High,61,6,2,0
Site 652,14.2,Critical,High,98,5,2,0
Site 51,14.2,Critical,High,299,12,4,0
Site 1152,14.2,Critical,High,88,9,3,0
Site 1682,14.2,Critical,High,25,4,2,0
Site 547,14.2,Critical,High,957,17,5,0
Site 1661,14.2,Critical,High,171,5,2,0
Site 611,14.2,Critical,High,379,7,2,0
Site 277,14.2,Critical,High,373,7,2,0
Site 1657,14.2,Critical,High,120,5,2,0
Site 1816,14.1,Critical,High,283,8,3,0
Site 1108,14.1,Critical,High,141,9,3,0
Site 359,14.1,Critical,High,204,13,5,0
Site 1824,14.1,Critical,High,208,6,2,0
Site 1404,14.1,Critical,High,127,10,3,0
Site 1825,14.1,Critical,High,84,5,2,0
Site 728,14.1,Critical,High,38,5,2,0
Site 1790,14.1,Critical,High,129,5,2,0
Site 1805,14.1,Critical,High,68,5,2,0
Site 333,14.1,Critical,High,863,14,5,0
Site 1058,14.1,Critical,High,498,12,4,0
Site 329,14.1,Critical,High,441,9,3,0
Site 1303,14.1,Critical,High,337,9,4,0
Site 1620,14.1,Critical,High,583,6,2,0
Site 1781,14.1,Critical,High,186,5,2,0
Site 1777,14.1,Critical,High,129,7,2,0
Site 99,14.1,Critical,High,143,4,2,0
Site 996,14.1,Critical,High,198,9,4,0
Site 1765,14.1,Critical,High,109,7,2,0
Site 2157,14.1,Critical,High,69,4,1,0
Site 868,14.1,Critical,High,91,8,3,0
Site 2095,14.1,Critical,High,192,7,2,0
Site 1854,14.1,Critical,High,35,5,2,0
Site 1172,14.1,Critical,High,246,8,4,0
Site 1399,14.1,Critical,High,552,9,2,0
Site 1993,14.1,Critical,High,112,5,3,0
Site 52,14.1,Critical,High,1916,7,2,0
Site 519,14.1,Critical,High,95,8,3,0
Site 558,14.1,Critical,High,53,5,2,0
Site 1948,14.1,Critical,High,628,6,2,0
Site 1945,14.1,Critical,High,428,8,2,0
Site 594,14.1,Critical,High,170,12,5,0
Site 457,14.1,Critical,High,99,6,2,0
Site 193,14.1,Critical,High,401,22,7,0
Site 456,14.1,Critical,High,185,9,3,0
Site 2012,14.1,Critical,High,322,6,2,0
Site 2020,14.1,Critical,High,131,6,2,0
Site 1910,14.1,Critical,High,200,5,2,0
Site 1903,14.1,Critical,High,174,6,2,0
Site 1899,14.1,Critical,High,37,3,1,0
Site 1896,14.1,Critical,High,216,6,2,0
Site 1895,14.1,Critical,High,128,5,2,0
Site 203,14.1,Critical,High,289,14,5,0
Site 1891,14.1,Critical,High,118,5,2,0
Site 1030,14.1,Critical,High,250,15,4,0
Site 1866,14.1,Critical,High,120,4,1,0
Site 644,14.1,Critical,High,93,5,2,0
Site 2059,14.1,Critical,High,237,6,2,0
Site 2063,14.1,Critical,High,147,5,2,0
Site 2163,14.1,Critical,High,37,5,2,0
Site 2072,14.1,Critical,High,333,6,2,0
Site 1175,14.1,Critical,High,172,11,4,0
Site 1758,14.1,Critical,High,60,5,2,0
Site 1832,14.1,Critical,High,172,5,2,0
Site 1983,14.1,Critical,High,196,4,2,0
Site 1750,14.1,Critical,High,112,6,2,0
Site 813,14.1,Critical,High,261,10,4,0
Site 1697,14.1,Critical,High,149,4,2,0
Site 1447,14.1,Critical,High,37,5,2,0
Site 1719,14.1,Critical,High,103,5,2,0
Site 1696,14.1,Critical,High,156,4,2,0
Site 1695,14.1,Critical,High,274,5,2,0
Site 1714,14.1,Critical,High,99,4,2,0
Site 1744,14.1,Critical,High,124,7,3,0
Site 2169,14.1,Critical,High,360,6,2,0
Site 1722,14.1,Critical,High,231,6,2,0
Site 1683,14.1,Critical,High,231,5,2,0
Site 286,14.1,Critical,High,291,16,5,0
Site 1741,14.1,Critical,High,80,3,1,0
Site 2166,14.1,Critical,High,174,5,2,0
Site 1715,14.1,Critical,High,70,5,2,0
Site 925,14.0,Critical,High,1712,15,4,0
Site 1873,14.0,Critical,High,81,4,1,0
Site 2037,14.0,Critical,High,67,5,2,0
Site 2045,14.0,Critical,High,52,4,1,0
Site 1148,14.0,Critical,High,119,11,4,0
Site 610,14.0,Critical,High,109,6,2,0
Site 1876,14.0,Critical,High,187,5,2,0
Site 793,14.0,Critical,High,57,3,1,0
Site 919,14.0,Critical,High,755,13,4,0
Site 643,14.0,Critical,High,169,7,2,0
Site 1085,14.0,Critical,High,52,4,2,0
Site 1391,14.0,Critical,High,58,5,2,0
Site 1031,14.0,Critical,High,242,6,2,0
Site 2053,14.0,Critical,High,163,7,2,0
Site 1867,14.0,Critical,High,245,6,2,0
Site 1675,14.0,Critical,High,154,12,4,0
Site 1863,14.0,Critical,High,73,5,2,0
Site 1558,14.0,Critical,High,159,4,2,0
Site 1855,14.0,Critical,High,148,6,2,0
Site 1316,14.0,Critical,High,91,5,2,0
Site 1848,14.0,Critical,High,494,11,3,0
Site 2074,14.0,Critical,High,161,8,2,0
Site 1564,14.0,Critical,High,57,4,2,0
Site 659,14.0,Critical,High,188,5,2,0
Site 2080,14.0,Critical,High,236,6,2,0
Site 2087,14.0,Critical,High,152,6,2,0
Site 608,14.0,Critical,High,51,4,1,0
Site 1191,14.0,Critical,High,156,8,3,0
Site 1710,14.0,Critical,High,492,6,2,0
Site 948,14.0,Critical,High,273,11,4,0
Site 1348,14.0,Critical,High,199,10,4,0
Site 1939,14.0,Critical,High,63,3,1,0
Site 591,14.0,Critical,High,198,5,2,0
Site 1953,14.0,Critical,High,182,8,2,0
Site 1954,14.0,Critical,High,272,5,2,0
Site 1430,14.0,Critical,High,103,5,2,0
Site 1111,14.0,Critical,High,69,4,2,0
Site 435,14.0,Critical,High,1445,15,6,0
Site 946,14.0,Critical,High,476,10,4,0
Site 1963,14.0,Critical,High,268,6,2,0
Site 1246,14.0,Critical,High,84,7,2,0
Site 1684,14.0,Critical,High,23,5,2,0
Site 939,14.0,Critical,High,752,13,5,0
Site 1363,14.0,Critical,High,312,9,4,0
Site 1933,14.0,Critical,High,45,3,1,0
Site 17,14.0,Critical,High,648,19,7,0
Site 1926,14.0,Critical,High,14,4,1,0
Site 96,14.0,Critical,High,382,12,4,0
Site 1920,14.0,Critical,High,63,3,1,0
Site 1516,14.0,Critical,High,592,8,2,0
Site 2018,14.0,Critical,High,117,6,2,0
Site 1703,14.0,Critical,High,295,6,2,0
Site 1707,14.0,Critical,High,38,3,1,0
Site 963,14.0,Critical,High,906,16,6,0
Site 1389,14.0,Critical,High,1070,14,4,0
Site 1523,14.0,Critical,High,249,7,2,0
Site 1904,14.0,Critical,High,166,5,2,0
Site 1708,14.0,Critical,High,51,4,2,0
Site 1728,14.0,Critical,High,438,6,2,0
Site 23,14.0,Critical,High,324,14,6,0
Site 1190,14.0,Critical,High,197,5,2,0
Site 789,14.0,Critical,High,309,8,2,0
Site 824,14.0,Critical,High,192,9,4,0
Site 2147,14.0,Critical,High,40,5,2,0
Site 1129,14.0,Critical,High,236,10,4,0
Site 1746,14.0,Critical,High,93,6,2,0
Site 1072,14.0,Critical,High,260,9,3,0
Site 343,14.0,Critical,High,354,11,4,0
Site 1628,14.0,Critical,High,152,4,2,0
Site 1054,14.0,Critical,High,174,9,4,0
Site 1133,14.0,Critical,High,121,8,2,0
Site 335,14.0,Critical,High,167,15,5,0
Site 1806,14.0,Critical,High,60,4,2,0
Site 1780,14.0,Critical,High,197,6,2,0
